id,reading_time,year,month,day,hour,minute,temperature,humidity,pm25,pm10,mq2_adc,mq7_adc,mq8_adc,quality_flag,created_at
20354,3/25/2026 0:56,2026,3,25,0,56,25.4,71.9,103,110,584,810,449,0,4/12/2026 15:13
20355,3/25/2026 0:57,2026,3,25,0,57,25.5,71.7,101,109,581,998,452,0,4/12/2026 15:13
20356,3/25/2026 0:58,2026,3,25,0,58,25.5,71.6,105,112,626,922,439,0,4/12/2026 15:13
20357,3/25/2026 0:59,2026,3,25,0,59,25.5,71.7,106,113,574,1046,437,0,4/12/2026 15:13
20358,3/25/2026 1:00,2026,3,25,1,0,25.5,71.7,99,105,637,965,457,0,4/12/2026 15:13
20359,3/25/2026 1:01,2026,3,25,1,1,25.5,71.7,101,109,582,979,452,0,4/12/2026 15:13
20360,3/25/2026 1:02,2026,3,25,1,2,25.4,71.8,101,108,642,1125,447,0,4/12/2026 15:13
20361,3/25/2026 1:03,2026,3,25,1,3,25.5,71.6,97,103,627,986,453,0,4/12/2026 15:13
20362,3/25/2026 1:04,2026,3,25,1,4,25.5,71.7,97,103,576,976,448,0,4/12/2026 15:13
20363,3/25/2026 1:05,2026,3,25,1,5,25.4,71.8,94,100,639,976,364,0,4/12/2026 15:13
20364,3/25/2026 1:06,2026,3,25,1,6,25.5,71.8,96,103,643,994,447,0,4/12/2026 15:13
20365,3/25/2026 1:07,2026,3,25,1,7,25.4,71.8,91,96,572,960,441,0,4/12/2026 15:13
20366,3/25/2026 1:08,2026,3,25,1,8,25.4,71.8,89,95,621,983,448,0,4/12/2026 15:13
20367,3/25/2026 1:09,2026,3,25,1,9,25.4,71.9,97,103,609,974,450,0,4/12/2026 15:13
20368,3/25/2026 1:10,2026,3,25,1,10,25.4,71.9,94,100,633,874,404,0,4/12/2026 15:13
20369,3/25/2026 1:11,2026,3,25,1,11,25.4,72.3,96,102,640,1005,441,0,4/12/2026 15:13
20370,3/25/2026 1:12,2026,3,25,1,12,25.4,72.3,95,101,638,1001,446,0,4/12/2026 15:13
20371,3/25/2026 1:13,2026,3,25,1,13,25.4,72.1,94,99,580,898,444,0,4/12/2026 15:13
20372,3/25/2026 1:14,2026,3,25,1,14,25.4,72.2,93,98,629,987,386,0,4/12/2026 15:13
20373,3/25/2026 1:15,2026,3,25,1,15,25.5,72.2,101,108,643,894,441,0,4/12/2026 15:13
20374,3/25/2026 1:16,2026,3,25,1,16,25.5,72,96,103,576,738,442,0,4/12/2026 15:13
20375,3/25/2026 1:17,2026,3,25,1,17,25.4,71.9,91,97,669,996,401,0,4/12/2026 15:13
20376,3/25/2026 1:18,2026,3,25,1,18,25.5,71.8,95,101,647,1042,405,0,4/12/2026 15:13
20377,3/25/2026 1:19,2026,3,25,1,19,25.5,71.7,92,98,585,1047,459,0,4/12/2026 15:13
20378,3/25/2026 1:20,2026,3,25,1,20,25.5,72,96,103,646,1039,453,0,4/12/2026 15:13
20379,3/25/2026 1:21,2026,3,25,1,21,25.5,71.7,93,99,644,1020,451,0,4/12/2026 15:13
20380,3/25/2026 1:22,2026,3,25,1,22,25.5,72.1,92,98,585,1066,449,0,4/12/2026 15:13
20381,3/25/2026 1:23,2026,3,25,1,23,25.5,71.7,96,102,588,1021,449,0,4/12/2026 15:13
20382,3/25/2026 1:24,2026,3,25,1,24,25.5,71.4,89,95,638,848,448,0,4/12/2026 15:13
20383,3/25/2026 1:25,2026,3,25,1,25,25.4,71.7,89,94,621,937,438,0,4/12/2026 15:13
20384,3/25/2026 1:26,2026,3,25,1,26,25.4,72,96,102,581,968,449,0,4/12/2026 15:13
20385,3/25/2026 1:27,2026,3,25,1,27,25.4,71.9,96,101,646,1020,441,0,4/12/2026 15:13
20386,3/25/2026 1:28,2026,3,25,1,28,25.4,72.1,96,102,685,975,443,0,4/12/2026 15:13
20387,3/25/2026 1:29,2026,3,25,1,29,25.4,72,99,105,649,1001,507,0,4/12/2026 15:13
20388,3/25/2026 1:30,2026,3,25,1,30,25.5,71.7,94,100,621,992,380,0,4/12/2026 15:13
20389,3/25/2026 1:31,2026,3,25,1,31,25.4,71.7,93,99,645,970,407,0,4/12/2026 15:13
20390,3/25/2026 1:32,2026,3,25,1,32,25.3,72.3,92,98,650,1049,449,0,4/12/2026 15:13
20391,3/25/2026 1:33,2026,3,25,1,33,25.4,72.4,106,113,733,908,449,0,4/12/2026 15:13
20392,3/25/2026 1:34,2026,3,25,1,34,25.3,72.1,108,114,568,999,450,0,4/12/2026 15:13
20393,3/25/2026 1:35,2026,3,25,1,35,25.4,72.1,102,107,640,814,442,0,4/12/2026 15:13
20394,3/25/2026 1:36,2026,3,25,1,36,25.4,72.1,103,110,552,959,445,0,4/12/2026 15:13
20395,3/25/2026 1:37,2026,3,25,1,37,25.4,72.3,103,110,634,1004,450,0,4/12/2026 15:13
20396,3/25/2026 1:38,2026,3,25,1,38,25.4,72.1,101,106,654,1004,449,0,4/12/2026 15:13
20397,3/25/2026 1:39,2026,3,25,1,39,25.4,71.9,101,107,654,941,435,0,4/12/2026 15:13
20398,3/25/2026 1:40,2026,3,25,1,40,25.4,72.1,107,114,659,1040,450,0,4/12/2026 15:13
20399,3/25/2026 1:41,2026,3,25,1,41,25.3,72.1,108,114,658,1077,449,0,4/12/2026 15:13
20400,3/25/2026 1:42,2026,3,25,1,42,25.3,72.1,109,115,652,1036,359,0,4/12/2026 15:13
20401,3/25/2026 1:43,2026,3,25,1,43,25.3,72.1,105,111,653,1040,430,0,4/12/2026 15:13
20402,3/25/2026 1:44,2026,3,25,1,44,25.3,72.3,104,111,645,1033,450,0,4/12/2026 15:13
20403,3/25/2026 1:45,2026,3,25,1,45,25.3,72,102,109,588,1022,449,0,4/12/2026 15:13
20404,3/25/2026 1:46,2026,3,25,1,46,25.3,71.9,103,109,647,1007,384,0,4/12/2026 15:13
20405,3/25/2026 1:47,2026,3,25,1,47,25.3,71.9,107,114,579,1013,407,0,4/12/2026 15:13
20406,3/25/2026 1:48,2026,3,25,1,48,25.4,72,101,106,621,997,455,0,4/12/2026 15:13
20407,3/25/2026 1:49,2026,3,25,1,49,25.4,71.9,101,108,642,1012,449,0,4/12/2026 15:13
20408,3/25/2026 1:50,2026,3,25,1,50,25.4,71.9,101,107,629,1008,425,0,4/12/2026 15:13
20409,3/25/2026 1:51,2026,3,25,1,51,25.4,71.9,104,110,512,950,452,0,4/12/2026 15:13
20410,3/25/2026 1:52,2026,3,25,1,52,25.4,71.8,102,107,581,956,402,0,4/12/2026 15:13
20411,3/25/2026 1:53,2026,3,25,1,53,25.3,72,105,111,571,925,445,0,4/12/2026 15:13
20412,3/25/2026 1:54,2026,3,25,1,54,25.4,72.3,104,111,658,1081,446,0,4/12/2026 15:13
20413,3/25/2026 1:55,2026,3,25,1,55,25.3,72.2,99,105,652,1043,508,0,4/12/2026 15:13
20414,3/25/2026 1:56,2026,3,25,1,56,25.3,72.1,96,102,640,1036,448,0,4/12/2026 15:13
20415,3/25/2026 1:57,2026,3,25,1,57,25.3,72.3,101,108,644,1049,450,0,4/12/2026 15:13
20416,3/25/2026 1:58,2026,3,25,1,58,25.3,72.3,98,104,658,1077,446,0,4/12/2026 15:13
20417,3/25/2026 1:59,2026,3,25,1,59,25.3,72.1,100,106,655,1091,403,0,4/12/2026 15:13
20418,3/25/2026 2:00,2026,3,25,2,0,25.3,72.3,103,109,642,942,450,0,4/12/2026 15:13
20419,3/25/2026 2:01,2026,3,25,2,1,25.3,71.9,109,117,652,997,448,0,4/12/2026 15:13
20420,3/25/2026 2:02,2026,3,25,2,2,25.4,72.2,104,110,646,933,347,0,4/12/2026 15:13
20421,3/25/2026 2:03,2026,3,25,2,3,25.3,71.9,100,106,681,1041,405,0,4/12/2026 15:13
20422,3/25/2026 2:04,2026,3,25,2,4,25.3,71.8,100,106,652,1040,457,0,4/12/2026 15:13
20423,3/25/2026 2:05,2026,3,25,2,5,25.3,71.8,97,103,640,1080,404,0,4/12/2026 15:13
20424,3/25/2026 2:06,2026,3,25,2,6,25.3,71.9,101,107,642,1108,448,0,4/12/2026 15:13
20425,3/25/2026 2:07,2026,3,25,2,7,25.3,71.7,99,105,646,1039,403,0,4/12/2026 15:13
20426,3/25/2026 2:08,2026,3,25,2,8,25.3,71.8,93,100,522,1001,406,0,4/12/2026 15:13
20427,3/25/2026 2:09,2026,3,25,2,9,25.3,72.1,91,98,652,1010,449,0,4/12/2026 15:13
20428,3/25/2026 2:10,2026,3,25,2,10,25.3,71.8,88,94,642,922,403,0,4/12/2026 15:13
20429,3/25/2026 2:11,2026,3,25,2,11,25.3,72.1,88,93,657,970,454,0,4/12/2026 15:13
20430,3/25/2026 2:12,2026,3,25,2,12,25.2,72.3,88,94,650,1058,443,0,4/12/2026 15:13
20431,3/25/2026 2:13,2026,3,25,2,13,25.3,71.8,95,102,640,1062,403,0,4/12/2026 15:13
20432,3/25/2026 2:14,2026,3,25,2,14,25.3,71.8,87,92,644,1048,452,0,4/12/2026 15:13
20433,3/25/2026 2:15,2026,3,25,2,15,25.3,71.8,87,92,664,1065,443,0,4/12/2026 15:13
20434,3/25/2026 2:16,2026,3,25,2,16,25.3,71.7,86,91,597,1074,448,0,4/12/2026 15:13
20435,3/25/2026 2:17,2026,3,25,2,17,25.3,72,91,97,671,1071,431,0,4/12/2026 15:13
20436,3/25/2026 2:18,2026,3,25,2,18,25.4,72.1,89,94,602,1090,440,0,4/12/2026 15:13
20437,3/25/2026 2:19,2026,3,25,2,19,25.3,71.9,89,96,667,1074,458,0,4/12/2026 15:13
20438,3/25/2026 2:20,2026,3,25,2,20,25.3,72.1,87,95,662,1073,439,0,4/12/2026 15:13
20439,3/25/2026 2:21,2026,3,25,2,21,25.3,71.9,89,94,667,1007,448,0,4/12/2026 15:13
20440,3/25/2026 2:22,2026,3,25,2,22,25.3,71.9,86,91,635,1058,431,0,4/12/2026 15:13
20441,3/25/2026 2:23,2026,3,25,2,23,25.2,72,90,96,658,1042,448,0,4/12/2026 15:13
20442,3/25/2026 2:24,2026,3,25,2,24,25.2,72,85,91,666,1037,446,0,4/12/2026 15:13
20443,3/25/2026 2:25,2026,3,25,2,25,25.2,72.2,86,93,661,1044,448,0,4/12/2026 15:13
20444,3/25/2026 2:26,2026,3,25,2,26,25.2,72.2,90,96,651,1058,398,0,4/12/2026 15:13
20445,3/25/2026 2:27,2026,3,25,2,27,25.2,72.4,88,93,782,1036,446,0,4/12/2026 15:13
20446,3/25/2026 2:28,2026,3,25,2,28,25.3,72,92,97,596,1033,448,0,4/12/2026 15:13
20447,3/25/2026 2:29,2026,3,25,2,29,25.3,71.8,87,92,673,1055,444,0,4/12/2026 15:13
20448,3/25/2026 2:30,2026,3,25,2,30,25.3,71.8,85,91,648,1076,455,0,4/12/2026 15:13
20449,3/25/2026 2:31,2026,3,25,2,31,25.3,72.1,86,92,745,966,359,0,4/12/2026 15:13
20450,3/25/2026 2:32,2026,3,25,2,32,25.3,71.9,95,102,649,1068,448,0,4/12/2026 15:13
20451,3/25/2026 2:33,2026,3,25,2,33,25.3,71.7,88,94,664,1037,453,0,4/12/2026 15:13
20452,3/25/2026 2:34,2026,3,25,2,34,25.3,71.8,99,105,661,1070,441,0,4/12/2026 15:13
20453,3/25/2026 2:35,2026,3,25,2,35,25.3,71.9,116,122,646,1058,449,0,4/12/2026 15:13
20454,3/25/2026 2:36,2026,3,25,2,36,25.3,71.9,114,122,592,1067,426,0,4/12/2026 15:13
20455,3/25/2026 2:37,2026,3,25,2,37,25.2,72.1,100,107,662,1090,441,0,4/12/2026 15:13
20456,3/25/2026 2:38,2026,3,25,2,38,25.2,72,100,106,658,1095,494,0,4/12/2026 15:13
20457,3/25/2026 2:39,2026,3,25,2,39,25.3,71.8,103,110,720,1072,403,0,4/12/2026 15:13
20458,3/25/2026 2:40,2026,3,25,2,40,25.4,71.8,107,113,664,1085,449,0,4/12/2026 15:13
20459,3/25/2026 2:41,2026,3,25,2,41,25.3,71.7,105,112,668,1062,449,0,4/12/2026 15:13
20460,3/25/2026 2:42,2026,3,25,2,42,25.3,71.7,105,112,671,1072,449,0,4/12/2026 15:13
20461,3/25/2026 2:43,2026,3,25,2,43,25.3,71.9,105,113,565,1089,449,0,4/12/2026 15:13
20462,3/25/2026 2:44,2026,3,25,2,44,25.2,72,106,112,668,1064,439,0,4/12/2026 15:13
20463,3/25/2026 2:45,2026,3,25,2,45,25.2,72.5,105,111,612,1074,447,0,4/12/2026 15:13
20464,3/25/2026 2:46,2026,3,25,2,46,25.2,72.7,107,114,674,1074,456,0,4/12/2026 15:13
20465,3/25/2026 2:47,2026,3,25,2,47,25.2,72.2,109,116,664,1084,493,0,4/12/2026 15:13
20466,3/25/2026 2:48,2026,3,25,2,48,25.3,71.8,107,113,657,1051,452,0,4/12/2026 15:13
20467,3/25/2026 2:49,2026,3,25,2,49,25.3,71.7,116,122,668,1065,403,0,4/12/2026 15:13
20468,3/25/2026 2:50,2026,3,25,2,50,25.2,72.2,116,122,685,1065,403,0,4/12/2026 15:13
20469,3/25/2026 2:51,2026,3,25,2,51,25.2,72.4,119,128,667,1071,450,0,4/12/2026 15:13
20470,3/25/2026 2:52,2026,3,25,2,52,25.2,72.4,110,117,523,1056,359,0,4/12/2026 15:13
20471,3/25/2026 2:53,2026,3,25,2,53,25.2,72.6,116,123,670,1082,452,0,4/12/2026 15:13
20472,3/25/2026 2:54,2026,3,25,2,54,25.2,72.5,117,123,663,1098,450,0,4/12/2026 15:13
20473,3/25/2026 2:55,2026,3,25,2,55,25.2,72.5,123,130,654,1089,439,0,4/12/2026 15:13
20474,3/25/2026 2:56,2026,3,25,2,56,25.2,72.1,121,128,639,1060,441,0,4/12/2026 15:13
20475,3/25/2026 2:57,2026,3,25,2,57,25.2,72.1,117,124,649,1062,403,0,4/12/2026 15:13
20476,3/25/2026 2:58,2026,3,25,2,58,25.2,72.4,112,120,596,966,429,0,4/12/2026 15:13
20477,3/25/2026 2:59,2026,3,25,2,59,25.2,71.9,108,115,578,1047,404,0,4/12/2026 15:13
20478,3/25/2026 3:00,2026,3,25,3,0,25.3,71.9,114,121,663,1058,388,0,4/12/2026 15:13
20479,3/25/2026 3:01,2026,3,25,3,1,25.1,70.3,123,133,604,856,448,0,4/12/2026 15:13
20480,3/25/2026 3:02,2026,3,25,3,2,24.9,71.1,121,130,621,933,514,0,4/12/2026 15:13
20481,3/25/2026 3:03,2026,3,25,3,3,24.9,72.5,120,130,643,1062,449,0,4/12/2026 15:13
20482,3/25/2026 3:04,2026,3,25,3,4,25,72.5,115,130,639,1012,461,0,4/12/2026 15:13
20483,3/25/2026 3:05,2026,3,25,3,5,25,72.6,111,118,639,982,456,0,4/12/2026 15:13
20484,3/25/2026 3:06,2026,3,25,3,6,25,72.5,113,121,643,1006,444,0,4/12/2026 15:13
20485,3/25/2026 3:07,2026,3,25,3,7,25,72.7,112,120,641,941,516,0,4/12/2026 15:13
20486,3/25/2026 3:08,2026,3,25,3,8,25,72.5,108,115,638,1002,449,0,4/12/2026 15:13
20487,3/25/2026 3:09,2026,3,25,3,9,25,72.6,111,120,638,1003,401,0,4/12/2026 15:13
20488,3/25/2026 3:10,2026,3,25,3,10,25,72.7,107,116,632,971,449,0,4/12/2026 15:13
20489,3/25/2026 3:11,2026,3,25,3,11,25,72.7,107,51,577,978,443,0,4/12/2026 15:13
20490,3/25/2026 3:12,2026,3,25,3,12,25,72.5,113,122,568,993,449,0,4/12/2026 15:13
20491,3/25/2026 3:13,2026,3,25,3,13,25,72.6,116,123,578,1025,444,0,4/12/2026 15:13
20492,3/25/2026 3:14,2026,3,25,3,14,25,72.6,116,124,610,905,414,0,4/12/2026 15:13
20493,3/25/2026 3:15,2026,3,25,3,15,25,72.5,116,124,626,967,405,0,4/12/2026 15:13
20494,3/25/2026 3:16,2026,3,25,3,16,25,72.6,111,120,631,979,448,0,4/12/2026 15:13
20495,3/25/2026 3:17,2026,3,25,3,17,25,72.6,112,121,635,926,436,0,4/12/2026 15:13
20496,3/25/2026 3:18,2026,3,25,3,18,25,72.5,111,117,624,974,381,0,4/12/2026 15:13
20497,3/25/2026 3:19,2026,3,25,3,19,25,72.4,112,119,620,961,448,0,4/12/2026 15:13
20498,3/25/2026 3:20,2026,3,25,3,20,25,72.5,111,118,616,923,469,0,4/12/2026 15:13
20499,3/25/2026 3:21,2026,3,25,3,21,25,72.6,114,123,626,885,457,0,4/12/2026 15:13
20500,3/25/2026 3:22,2026,3,25,3,22,25.1,72.2,116,124,540,971,441,0,4/12/2026 15:13
20501,3/25/2026 3:23,2026,3,25,3,23,25.1,72.4,112,119,554,980,402,0,4/12/2026 15:13
20502,3/25/2026 3:24,2026,3,25,3,24,25.1,72.3,112,119,644,954,410,0,4/12/2026 15:13
20503,3/25/2026 3:25,2026,3,25,3,25,25,72.5,112,119,621,954,447,0,4/12/2026 15:13
20504,3/25/2026 3:26,2026,3,25,3,26,25,72.5,117,125,555,955,458,0,4/12/2026 15:13
20505,3/25/2026 3:27,2026,3,25,3,27,25,72.2,114,120,612,942,448,0,4/12/2026 15:13
20506,3/25/2026 3:28,2026,3,25,3,28,25,72.5,115,122,626,764,429,0,4/12/2026 15:13
20507,3/25/2026 3:29,2026,3,25,3,29,25,72.5,112,119,626,955,451,0,4/12/2026 15:13
20508,3/25/2026 3:30,2026,3,25,3,30,25,72.4,121,129,548,944,448,0,4/12/2026 15:13
20509,3/25/2026 3:31,2026,3,25,3,31,25,72.3,115,122,607,940,421,0,4/12/2026 15:13
20510,3/25/2026 3:32,2026,3,25,3,32,25,72.5,119,126,627,949,451,0,4/12/2026 15:13
20511,3/25/2026 3:33,2026,3,25,3,33,25,72.4,118,126,651,907,448,0,4/12/2026 15:13
20512,3/25/2026 3:34,2026,3,25,3,34,25,72.4,119,128,621,937,410,0,4/12/2026 15:13
20513,3/25/2026 3:35,2026,3,25,3,35,25,72.3,113,120,556,923,429,0,4/12/2026 15:13
20514,3/25/2026 3:36,2026,3,25,3,36,25,72.5,116,123,619,920,448,0,4/12/2026 15:13
20515,3/25/2026 3:37,2026,3,25,3,37,24.9,72.4,117,124,620,930,448,0,4/12/2026 15:13
20516,3/25/2026 3:38,2026,3,25,3,38,24.9,72.5,117,124,666,917,360,0,4/12/2026 15:13
20517,3/25/2026 3:39,2026,3,25,3,39,25,72.7,121,128,709,848,425,0,4/12/2026 15:13
20518,3/25/2026 3:40,2026,3,25,3,40,24.9,72.5,126,134,620,923,377,0,4/12/2026 15:13
20519,3/25/2026 3:41,2026,3,25,3,41,25,72.2,123,131,586,745,414,0,4/12/2026 15:13
20520,3/25/2026 3:42,2026,3,25,3,42,24.8,71,135,144,517,740,357,0,4/12/2026 15:13
20521,3/25/2026 3:43,2026,3,25,3,43,24.5,71.4,132,142,568,732,402,0,4/12/2026 15:13
20522,3/25/2026 3:44,2026,3,25,3,44,24.4,71.4,140,151,663,697,423,0,4/12/2026 15:13
20523,3/25/2026 3:45,2026,3,25,3,45,24.4,72.6,133,151,537,703,466,0,4/12/2026 15:13
20524,3/25/2026 3:46,2026,3,25,3,46,24.4,72,133,147,567,725,401,0,4/12/2026 15:13
20525,3/25/2026 3:47,2026,3,25,3,47,24.3,72.1,135,146,588,710,448,0,4/12/2026 15:13
20526,3/25/2026 3:48,2026,3,25,3,48,24.3,72.2,143,154,504,675,424,0,4/12/2026 15:13
20527,3/25/2026 3:49,2026,3,25,3,49,24.3,72.4,143,153,558,695,446,0,4/12/2026 15:13
20528,3/25/2026 3:50,2026,3,25,3,50,24.2,72.4,140,152,557,655,394,0,4/12/2026 15:13
20529,3/25/2026 3:51,2026,3,25,3,51,24.2,73.3,131,142,559,592,402,0,4/12/2026 15:13
20530,3/25/2026 3:52,2026,3,25,3,52,24.2,73.9,150,165,555,687,449,0,4/12/2026 15:13
20531,3/25/2026 3:53,2026,3,25,3,53,24.1,73,161,174,552,666,445,0,4/12/2026 15:13
20532,3/25/2026 3:54,2026,3,25,3,54,24.1,72.8,228,248,499,654,470,0,4/12/2026 15:13
20533,3/25/2026 3:55,2026,3,25,3,55,24,72.8,202,220,513,635,462,0,4/12/2026 15:13
20534,3/25/2026 3:56,2026,3,25,3,56,24.1,72.4,172,187,572,657,438,0,4/12/2026 15:13
20535,3/25/2026 3:57,2026,3,25,3,57,24,72.6,158,174,495,642,447,0,4/12/2026 15:13
20536,3/25/2026 3:58,2026,3,25,3,58,24,72.9,180,197,547,632,419,0,4/12/2026 15:13
20537,3/25/2026 3:59,2026,3,25,3,59,24,73,188,204,551,646,439,0,4/12/2026 15:13
20538,3/25/2026 4:00,2026,3,25,4,0,23.9,73.2,177,192,512,634,446,0,4/12/2026 15:13
20539,3/25/2026 4:01,2026,3,25,4,1,23.8,73.4,243,264,550,578,439,0,4/12/2026 15:13
20540,3/25/2026 4:02,2026,3,25,4,2,23.9,73.1,168,182,551,635,606,0,4/12/2026 15:13
20541,3/25/2026 4:03,2026,3,25,4,3,23.9,73.4,173,193,550,650,469,0,4/12/2026 15:13
20542,3/25/2026 4:04,2026,3,25,4,4,23.8,73.6,373,418,551,667,592,0,4/12/2026 15:13
20543,3/25/2026 4:05,2026,3,25,4,5,23.9,73.4,289,324,553,679,364,0,4/12/2026 15:13
20544,3/25/2026 4:06,2026,3,25,4,6,23.9,73.1,221,244,555,692,401,0,4/12/2026 15:13
20545,3/25/2026 4:07,2026,3,25,4,7,23.8,72.9,182,201,549,667,446,0,4/12/2026 15:13
20546,3/25/2026 4:08,2026,3,25,4,8,23.8,73.2,170,187,508,652,446,0,4/12/2026 15:13
20547,3/25/2026 4:09,2026,3,25,4,9,23.8,73.4,189,205,500,652,443,0,4/12/2026 15:13
20548,3/25/2026 4:10,2026,3,25,4,10,23.8,73.3,154,167,552,631,446,0,4/12/2026 15:13
20549,3/25/2026 4:11,2026,3,25,4,11,23.8,73.5,161,176,554,641,434,0,4/12/2026 15:13
20550,3/25/2026 4:12,2026,3,25,4,12,23.8,73.3,154,167,543,659,446,0,4/12/2026 15:13
20551,3/25/2026 4:13,2026,3,25,4,13,23.8,73.1,145,157,553,624,401,0,4/12/2026 15:13
20552,3/25/2026 4:14,2026,3,25,4,14,23.7,73.8,150,163,490,683,448,0,4/12/2026 15:13
20553,3/25/2026 4:15,2026,3,25,4,15,23.7,73.9,140,153,560,608,417,0,4/12/2026 15:13
20554,3/25/2026 4:16,2026,3,25,4,16,23.7,74.2,151,164,560,658,455,0,4/12/2026 15:13
20555,3/25/2026 4:17,2026,3,25,4,17,23.6,74,199,217,559,633,399,0,4/12/2026 15:13
20556,3/25/2026 4:18,2026,3,25,4,18,23.7,74.7,171,185,540,688,424,0,4/12/2026 15:13
20557,3/25/2026 4:19,2026,3,25,4,19,23.6,74.7,144,160,546,663,391,0,4/12/2026 15:13
20558,3/25/2026 4:20,2026,3,25,4,20,23.4,75,138,151,499,644,474,0,4/12/2026 15:13
20559,3/25/2026 4:21,2026,3,25,4,21,23.4,75.3,145,158,532,637,430,0,4/12/2026 15:13
20560,3/25/2026 4:24,2026,3,25,4,24,23.4,75.7,267,297,552,640,443,0,4/12/2026 15:13
20561,3/25/2026 4:25,2026,3,25,4,25,23.5,75.5,258,285,522,569,477,0,4/12/2026 15:13
20562,3/25/2026 4:26,2026,3,25,4,26,23.4,75.4,213,235,542,582,447,0,4/12/2026 15:13
20563,3/25/2026 4:27,2026,3,25,4,27,23.4,75.4,200,220,550,587,440,0,4/12/2026 15:13
20564,3/25/2026 4:28,2026,3,25,4,28,23.4,75,178,196,494,644,400,0,4/12/2026 15:13
20565,3/25/2026 4:29,2026,3,25,4,29,23.4,75,181,197,545,627,445,0,4/12/2026 15:13
20566,3/25/2026 4:30,2026,3,25,4,30,23.4,75.2,201,218,542,643,422,0,4/12/2026 15:13
20567,3/25/2026 4:31,2026,3,25,4,31,23.4,75.6,166,183,549,583,391,0,4/12/2026 15:13
20568,3/25/2026 4:32,2026,3,25,4,32,23.4,75.1,160,174,544,626,451,0,4/12/2026 15:13
20569,3/25/2026 4:33,2026,3,25,4,33,23.3,75.3,186,389,547,629,456,0,4/12/2026 15:13
20570,3/25/2026 4:34,2026,3,25,4,34,25,50,175,199,548,508,403,0,4/12/2026 15:13
20571,3/25/2026 4:35,2026,3,25,4,35,23.2,76.1,164,228,547,626,444,0,4/12/2026 15:13
20572,3/25/2026 4:36,2026,3,25,4,36,23.4,76.1,156,304,546,560,448,0,4/12/2026 15:13
20573,3/25/2026 4:37,2026,3,25,4,37,23.5,75.7,158,337,552,609,447,0,4/12/2026 15:13
20574,3/25/2026 4:38,2026,3,25,4,38,23.5,75.6,164,248,548,651,429,0,4/12/2026 15:13
20575,3/25/2026 4:39,2026,3,25,4,39,23.5,76.1,179,200,550,644,455,0,4/12/2026 15:13
20576,3/25/2026 4:40,2026,3,25,4,40,23.6,76,161,259,557,630,449,0,4/12/2026 15:13
20577,3/25/2026 4:41,2026,3,25,4,41,23.6,75.5,150,211,540,632,447,0,4/12/2026 15:13
20578,3/25/2026 4:42,2026,3,25,4,42,23.6,74.7,159,176,546,571,446,0,4/12/2026 15:13
20579,3/25/2026 4:43,2026,3,25,4,43,23.6,75.1,155,173,548,607,411,0,4/12/2026 15:13
20580,3/25/2026 4:44,2026,3,25,4,44,23.6,75.2,150,213,598,630,468,0,4/12/2026 15:13
20581,3/25/2026 4:45,2026,3,25,4,45,23.7,74.8,148,165,544,633,457,0,4/12/2026 15:13
20582,3/25/2026 4:46,2026,3,25,4,46,23.6,74.7,140,162,559,575,372,0,4/12/2026 15:13
20583,3/25/2026 4:47,2026,3,25,4,47,23.6,74.8,134,146,550,614,443,0,4/12/2026 15:13
20584,3/25/2026 4:48,2026,3,25,4,48,23.6,75.2,133,151,565,634,462,0,4/12/2026 15:13
20585,3/25/2026 4:49,2026,3,25,4,49,23.6,75,134,148,553,599,400,0,4/12/2026 15:13
20586,3/25/2026 4:50,2026,3,25,4,50,23.6,75.5,133,147,571,670,431,0,4/12/2026 15:13
20587,3/25/2026 4:51,2026,3,25,4,51,23.7,75.1,133,144,556,632,454,0,4/12/2026 15:13
20588,3/25/2026 4:52,2026,3,25,4,52,23.7,74.7,127,139,541,564,437,0,4/12/2026 15:13
20589,3/25/2026 4:53,2026,3,25,4,53,23.7,74.5,159,175,549,624,457,0,4/12/2026 15:13
20590,3/25/2026 4:54,2026,3,25,4,54,23.7,74.3,154,167,552,636,402,0,4/12/2026 15:13
20591,3/25/2026 4:55,2026,3,25,4,55,23.7,74.4,147,161,516,646,413,0,4/12/2026 15:13
20592,3/25/2026 4:56,2026,3,25,4,56,23.7,74.4,146,160,576,611,401,0,4/12/2026 15:13
20593,3/25/2026 4:57,2026,3,25,4,57,23.7,74.5,141,155,568,620,446,0,4/12/2026 15:13
20594,3/25/2026 4:58,2026,3,25,4,58,23.8,74.2,150,166,550,637,444,0,4/12/2026 15:13
20595,3/25/2026 4:59,2026,3,25,4,59,23.8,74.6,141,154,546,637,442,0,4/12/2026 15:13
20596,3/25/2026 5:00,2026,3,25,5,0,23.8,74.3,143,157,546,637,448,0,4/12/2026 15:13
20597,3/25/2026 5:01,2026,3,25,5,1,23.7,74.7,131,144,499,629,441,0,4/12/2026 15:13
20598,3/25/2026 5:02,2026,3,25,5,2,23.7,74.7,132,141,562,638,397,0,4/12/2026 15:13
20599,3/25/2026 5:03,2026,3,25,5,3,23.7,74.9,129,138,559,500,447,0,4/12/2026 15:13
20600,3/25/2026 5:04,2026,3,25,5,4,23.7,74.9,132,143,556,638,440,0,4/12/2026 15:13
20601,3/25/2026 5:05,2026,3,25,5,5,23.8,74.4,134,146,494,638,414,0,4/12/2026 15:13
20602,3/25/2026 5:06,2026,3,25,5,6,23.8,74.2,136,149,547,681,438,0,4/12/2026 15:13
