reading_time,pm25,pm10,co,lpg,hydrogen,temperature,humidity,anomaly_score
2026-03-29 08:36:21,500.0,600.0,0.89,0.579,0.38,25.7,74.8,-0.5415245032097693
2026-03-29 10:46:25,500.0,600.0,0.821,0.507,0.426,26.4,76.0,-0.5415092241889701
2026-04-04 13:22:19,290.0,409.0,0.982,0.542,0.409,29.5,63.7,-0.5415009117063091
2026-03-29 10:28:20,500.0,600.0,0.787,0.503,0.435,26.3,75.6,-0.5414906166364782
2026-03-14 05:39:00,500.0,600.0,0.501,0.426,0.322,24.8,75.5,-0.5414832971787222
2026-03-17 04:08:30,402.0,447.0,0.459,0.419,0.339,21.8,70.8,-0.5414691139919892
2026-03-22 08:53:18,188.0,201.0,0.778,0.438,0.362,35.0,40.2,-0.5414675923280675
2026-03-23 19:15:02,429.0,476.0,0.507,0.434,0.358,23.4,76.2,-0.5414576465643087
2026-03-24 12:36:00,343.0,454.0,0.935,0.528,0.365,27.6,68.2,-0.5414470717107126
2026-04-01 20:35:37,487.0,600.0,0.616,0.474,0.351,24.9,71.2,-0.5414229527022602
2026-03-17 04:25:10,408.0,456.0,0.468,0.398,0.339,22.3,75.5,-0.5413843006307936
2026-03-26 09:04:37,204.0,522.0,0.438,0.452,0.357,26.6,70.1,-0.5413642664246726
2026-04-01 20:36:37,413.0,600.0,0.562,0.446,0.38,24.9,71.0,-0.541357138912172
2026-03-20 13:49:37,475.0,524.0,0.45,0.434,0.363,26.3,68.1,-0.5413525146323819
2026-03-18 14:53:50,500.0,600.0,0.505,0.449,0.318,28.2,57.4,-0.5413164750481383
2026-03-20 15:55:56,231.0,600.0,0.555,0.467,0.318,25.7,73.0,-0.5413136769344914
2026-03-11 02:21:22,63.0,81.0,0.367,0.368,0.296,21.5,74.8,-0.54131253613859
2026-03-11 04:37:01,105.0,197.0,0.392,0.374,0.297,22.5,79.3,-0.5412972353683986
2026-03-22 04:55:14,500.0,600.0,0.631,0.459,0.352,24.0,73.9,-0.5412910804836975
2026-03-17 03:58:58,391.0,433.0,0.406,0.438,0.352,22.1,68.9,-0.5412892357431089
2026-03-17 03:59:28,393.0,434.0,0.452,0.421,0.311,22.0,69.0,-0.5412889287722505
2026-03-29 09:29:12,500.0,600.0,0.828,0.599,0.381,25.9,75.4,-0.5412775002951123
2026-03-11 04:00:46,108.0,145.0,0.384,0.37,0.296,21.3,77.7,-0.5412347840179379
2026-03-29 10:07:44,500.0,600.0,0.641,0.451,0.405,26.3,75.0,-0.5412195850886139
2026-04-02 18:27:58,500.0,600.0,0.73,0.53,0.396,25.4,71.0,-0.5412173703491019
2026-03-14 20:40:21,407.0,442.0,0.551,0.437,0.327,25.0,50.0,-0.541213330292607
2026-03-11 03:58:15,116.0,158.0,0.388,0.37,0.296,21.2,77.5,-0.5412107925902795
2026-03-29 10:29:51,500.0,600.0,0.783,0.533,0.392,26.4,75.5,-0.5412104178057976
2026-03-14 04:54:29,388.0,431.0,0.46,0.38,0.318,24.0,76.8,-0.5411960529321868
2026-04-04 03:35:22,22.0,37.0,0.946,0.55,0.398,25.8,70.6,-0.5411548846222649
2026-03-17 04:47:00,445.0,497.0,0.5,0.436,0.34,22.9,75.9,-0.5411289290480658
2026-03-22 14:44:38,436.0,486.0,0.546,0.46,0.324,27.2,67.8,-0.5411249672768841
2026-03-13 10:23:17,500.0,600.0,0.862,0.457,0.309,27.0,78.4,-0.5411107687311768
2026-03-14 12:20:28,500.0,600.0,0.868,0.507,0.319,28.0,74.2,-0.5411014915156845
2026-03-29 10:17:49,500.0,600.0,0.794,0.534,0.41,26.2,75.7,-0.5410916534516138
2026-03-13 10:05:03,500.0,600.0,0.861,0.502,0.313,27.0,77.1,-0.5410673225572656
2026-03-21 15:00:46,340.0,373.0,0.463,0.45,0.398,27.9,62.0,-0.541062054166173
2026-03-29 11:26:44,254.0,600.0,0.763,0.523,0.311,26.7,76.4,-0.5410519078963766
2026-03-11 02:56:39,70.0,99.0,0.367,0.376,0.296,21.5,75.0,-0.5410515282327214
2026-03-10 00:51:21,170.0,184.0,0.338,0.34,0.226,22.5,77.4,-0.5410374436106932
2026-03-24 12:54:38,374.0,502.0,0.944,0.533,0.363,27.4,73.3,-0.5410217510800047
2026-03-14 12:18:57,500.0,600.0,0.931,0.502,0.334,28.0,74.0,-0.5409831202649038
2026-03-21 06:28:45,41.0,110.0,0.488,0.409,0.349,24.6,64.8,-0.54097389798663
2026-03-27 12:08:04,220.0,456.0,0.79,0.488,0.372,27.0,82.2,-0.5409408752419648
2026-03-28 13:10:33,20.0,56.0,0.704,0.392,0.345,27.6,72.4,-0.5409018448646148
2026-03-27 16:17:10,397.0,445.0,0.617,0.474,0.373,26.4,74.5,-0.5408752903173975
2026-03-18 15:40:37,500.0,600.0,0.454,0.445,0.314,27.5,58.7,-0.5408684835927164
2026-03-27 11:08:02,394.0,600.0,0.808,0.496,0.369,26.9,77.3,-0.5408378973340645
2026-03-11 02:13:50,68.0,82.0,0.373,0.372,0.295,21.5,74.1,-0.5408216849389208
2026-03-13 07:20:32,488.0,542.0,0.471,0.437,0.272,25.8,71.5,-0.5408151064392971
2026-03-11 04:11:21,105.0,148.0,0.389,0.372,0.296,21.4,78.6,-0.5407939945490459
2026-03-29 12:14:04,500.0,600.0,0.762,0.52,0.354,27.5,75.5,-0.5407833153172479
2026-03-09 04:31:10,236.0,264.0,0.37,0.352,0.274,22.1,77.6,-0.5407676011722702
2026-03-09 04:24:04,144.0,228.0,0.369,0.367,0.278,22.6,76.0,-0.5407463289370262
2026-03-23 18:22:38,500.0,600.0,0.537,0.399,0.356,23.5,75.9,-0.5407352947140445
2026-03-29 11:24:13,254.0,600.0,0.758,0.525,0.381,26.7,76.5,-0.5407217922532711
2026-03-13 10:09:03,500.0,600.0,0.858,0.5,0.316,27.0,77.3,-0.5407013676253005
2026-03-11 03:30:03,95.0,153.0,0.378,0.376,0.291,21.7,74.7,-0.5406948572287601
2026-03-29 09:43:22,500.0,600.0,0.823,0.544,0.317,25.9,75.9,-0.540689117033516
2026-04-02 04:17:32,500.0,600.0,0.553,0.463,0.386,23.8,73.2,-0.54068911493751
2026-03-11 16:55:14,500.0,600.0,0.414,0.401,0.263,25.6,70.4,-0.5406622217120052
2026-04-04 15:35:16,500.0,600.0,0.546,0.422,0.409,28.0,57.4,-0.540659005614058
2026-03-14 15:05:31,451.0,543.0,0.361,0.424,0.323,26.9,65.4,-0.5406421071578894
2026-03-29 08:31:51,500.0,600.0,0.88,0.587,0.38,25.7,74.6,-0.5406407656014677
2026-03-23 21:16:52,132.0,144.0,0.664,0.504,0.387,25.0,50.0,-0.5406349778511138
2026-03-29 10:40:23,500.0,600.0,0.743,0.595,0.381,26.3,76.0,-0.54061676909341
2026-03-29 11:00:58,500.0,600.0,0.771,0.533,0.4,26.4,76.4,-0.5406094172264829
2026-03-15 17:16:36,411.0,454.0,0.568,0.44,0.34,25.0,50.0,-0.5406092402314329
2026-03-13 10:42:24,500.0,600.0,0.814,0.498,0.313,27.5,76.9,-0.5406086466473994
2026-03-22 04:49:09,500.0,600.0,0.525,0.446,0.342,24.1,74.0,-0.5405801270392859
2026-03-22 05:27:56,431.0,478.0,0.658,0.475,0.353,24.2,77.1,-0.5405218773728402
2026-03-29 09:03:29,500.0,600.0,0.927,0.562,0.342,25.8,74.8,-0.5404944447185669
2026-03-11 03:55:14,106.0,157.0,0.379,0.372,0.295,21.4,76.8,-0.5404685835711625
2026-03-27 10:09:30,500.0,600.0,0.525,0.466,0.367,26.2,74.7,-0.5404625524420058
2026-03-27 12:01:29,221.0,468.0,0.796,0.492,0.372,27.0,81.7,-0.5404269163635746
2026-03-29 11:29:15,172.0,600.0,0.681,0.527,0.366,26.7,76.4,-0.5404108833182791
2026-03-30 19:29:30,207.0,223.0,0.878,0.534,0.381,25.0,50.0,-0.5403811926243727
2026-03-31 11:36:53,279.0,420.0,1.005,0.553,0.396,27.6,75.3,-0.5403804037295304
2026-03-09 02:56:48,201.0,216.0,0.392,0.351,0.269,22.5,71.4,-0.5403736504975841
2026-03-11 02:14:50,68.0,85.0,0.378,0.37,0.296,21.5,74.2,-0.5403638445306334
2026-03-29 12:06:33,500.0,600.0,0.692,0.489,0.382,27.0,76.3,-0.5403456897118463
2026-03-17 04:04:30,388.0,428.0,0.448,0.453,0.313,21.8,70.1,-0.5403385570307935
2026-03-11 02:18:52,71.0,100.0,0.367,0.371,0.297,21.6,74.4,-0.5403201622680136
2026-04-04 13:19:49,285.0,310.0,1.112,0.57,0.397,29.6,66.9,-0.5403172314147685
2026-03-29 10:22:50,500.0,600.0,0.766,0.533,0.413,26.2,75.7,-0.5403131330620521
2026-03-29 12:11:04,500.0,600.0,0.73,0.513,0.38,27.1,76.3,-0.540298615960897
2026-03-27 12:10:43,219.0,470.0,0.797,0.483,0.372,27.2,81.4,-0.5402846938941599
2026-03-21 07:52:44,167.0,600.0,0.478,0.422,0.356,25.8,62.4,-0.5402736005114086
2026-03-24 12:45:36,471.0,600.0,0.948,0.496,0.369,27.7,72.1,-0.5402294039130168
2026-04-02 04:10:59,366.0,400.0,0.536,0.456,0.387,23.8,73.3,-0.540223038323527
2026-03-29 09:20:08,500.0,600.0,0.768,0.551,0.379,25.8,75.5,-0.5402229429374383
2026-03-16 06:33:07,495.0,550.0,0.481,0.415,0.337,24.5,70.1,-0.540207813671226
2026-04-02 18:39:52,500.0,600.0,0.722,0.628,0.375,26.1,71.2,-0.5402056833472028
2026-03-27 12:20:16,206.0,427.0,0.785,0.485,0.372,27.2,81.4,-0.540198172316354
2026-03-11 04:34:00,106.0,203.0,0.384,0.371,0.297,22.4,79.6,-0.5401909976313229
2026-04-04 15:36:16,500.0,600.0,0.556,0.472,0.399,28.0,57.6,-0.5401834861492323
2026-03-14 12:15:56,500.0,600.0,0.959,0.485,0.328,28.2,73.4,-0.5401573814945687
2026-03-27 12:05:02,220.0,466.0,0.799,0.491,0.371,27.0,81.9,-0.5401346177596352
2026-03-29 10:24:50,500.0,600.0,0.713,0.543,0.362,26.3,75.4,-0.5401340392767147
2026-03-18 05:11:54,411.0,337.0,0.491,0.433,0.313,24.7,70.5,-0.5401243445766041
2026-03-20 16:48:40,388.0,479.0,0.75,0.492,0.365,26.5,71.2,-0.540112323742607
2026-03-18 15:39:37,460.0,514.0,0.488,0.441,0.35,27.5,59.3,-0.5401053259266541
2026-04-02 04:18:03,500.0,600.0,0.552,0.459,0.379,23.8,73.3,-0.5400858394706428
2026-03-28 15:58:10,472.0,525.0,0.485,0.405,0.338,25.5,62.0,-0.5400844028366565
2026-03-09 03:06:27,180.0,194.0,0.355,0.29,0.271,21.8,74.3,-0.5400362009316133
2026-03-17 04:05:30,390.0,430.0,0.446,0.488,0.338,21.8,70.3,-0.5400242786421918
2026-03-29 10:32:22,500.0,600.0,0.704,0.517,0.377,26.5,75.3,-0.539990510675551
2026-03-16 05:12:18,475.0,526.0,0.477,0.427,0.328,23.4,74.4,-0.5399769629803238
2026-03-29 09:05:00,500.0,600.0,0.872,0.584,0.378,25.8,75.1,-0.5399658071194539
2026-03-24 05:37:18,409.0,452.0,0.494,0.444,0.348,23.3,75.7,-0.5399560230440381
2026-03-17 05:02:36,424.0,472.0,0.613,0.462,0.299,23.6,74.9,-0.5399526180146212
2026-03-17 05:13:14,397.0,572.0,0.484,0.433,0.341,23.7,74.8,-0.539932717498497
2026-04-04 13:20:19,309.0,341.0,1.098,0.57,0.404,29.6,67.6,-0.5399151314584072
2026-03-24 21:03:21,177.0,191.0,0.695,0.604,0.377,25.0,50.0,-0.5399138791512904
2026-03-25 18:07:25,500.0,589.0,0.485,0.446,0.362,24.3,67.1,-0.5398942337326734
2026-03-24 12:55:40,378.0,576.0,0.946,0.529,0.318,27.4,73.4,-0.53988804430126
2026-03-11 02:41:32,71.0,98.0,0.376,0.374,0.297,21.6,74.9,-0.539880750938757
2026-03-14 14:38:41,500.0,600.0,0.459,0.407,0.322,27.5,63.8,-0.5398642794728146
2026-03-30 04:23:32,164.0,175.0,0.591,0.419,0.38,25.0,50.0,-0.5398579765197504
2026-04-04 03:31:18,24.0,44.0,0.92,0.541,0.397,25.8,70.6,-0.5398368738834479
2026-03-19 05:17:25,279.0,309.0,0.743,0.508,0.318,25.0,50.0,-0.5397995546069433
2026-03-22 15:20:30,405.0,472.0,0.937,0.541,0.365,27.5,74.3,-0.5397985103248555
2026-03-09 11:43:41,392.0,600.0,0.643,0.472,0.28,26.6,73.8,-0.539792314356357
2026-04-04 21:48:53,210.0,223.0,0.658,0.485,0.423,25.0,50.0,-0.539781688673185
2026-03-29 11:57:58,500.0,600.0,0.717,0.525,0.38,27.0,76.3,-0.539780282210438
2026-03-09 12:06:54,494.0,600.0,0.459,0.397,0.28,26.6,71.6,-0.5397739347728427
2026-03-29 09:00:28,500.0,600.0,0.904,0.568,0.366,25.8,74.7,-0.5397556498363832
2026-03-09 04:18:00,177.0,259.0,0.363,0.36,0.277,22.0,77.5,-0.5397442902741978
2026-04-02 18:22:05,500.0,600.0,0.729,0.429,0.393,24.8,69.5,-0.5397401969560625
2026-03-22 04:46:35,500.0,600.0,0.527,0.44,0.355,24.0,74.5,-0.5397399604731863
2026-03-19 18:21:31,500.0,600.0,0.592,0.451,0.354,141.3,72.3,-0.5397271905382552
2026-03-29 11:35:50,172.0,600.0,0.795,0.471,0.382,26.8,76.2,-0.539720054320709
2026-03-29 11:07:03,500.0,600.0,0.762,0.544,0.38,26.5,76.3,-0.5397184551185492
2026-03-28 16:45:32,500.0,600.0,0.475,0.44,0.373,24.6,65.9,-0.5397042613396235
2026-03-16 05:06:47,466.0,514.0,0.467,0.419,0.337,23.3,74.0,-0.5396729674298226
2026-03-17 04:40:55,439.0,489.0,0.49,0.42,0.342,22.6,76.4,-0.5396618448826669
2026-03-11 02:57:40,68.0,89.0,0.37,0.372,0.295,21.6,74.9,-0.5396326844227297
2026-03-09 03:51:07,201.0,217.0,0.358,0.329,0.263,21.6,76.3,-0.5396148445680559
2026-03-29 11:05:32,500.0,600.0,0.72,0.527,0.339,26.5,76.3,-0.5396014216949896
2026-03-22 07:29:34,432.0,483.0,0.549,0.442,0.318,25.6,68.6,-0.5395841196524681
2026-03-23 18:26:44,409.0,529.0,0.52,0.45,0.348,23.4,75.8,-0.5395690391653978
2026-03-11 03:59:45,106.0,143.0,0.386,0.37,0.292,21.2,77.7,-0.5395660040081793
2026-03-22 04:54:44,500.0,600.0,0.567,0.429,0.351,23.9,73.9,-0.5395126034567984
2026-03-11 02:58:40,72.0,107.0,0.368,0.372,0.297,21.6,74.9,-0.5395085760411056
2026-03-18 14:54:50,500.0,600.0,0.492,0.455,0.351,28.2,57.4,-0.5395048893609964
2026-03-29 10:06:44,500.0,600.0,0.807,0.579,0.38,26.2,75.4,-0.5394951791545337
2026-03-31 00:29:22,135.0,142.0,0.874,0.513,0.384,25.0,50.0,-0.5394943548772101
2026-03-12 04:23:10,355.0,391.0,0.409,0.354,0.304,23.2,73.1,-0.5394434141669187
2026-03-11 04:07:50,95.0,126.0,0.386,0.371,0.296,21.3,78.2,-0.5394432641214036
2026-03-21 08:10:52,191.0,600.0,0.485,0.432,0.376,25.9,66.7,-0.5394406449066684
2026-03-14 11:41:15,393.0,600.0,0.56,0.454,0.334,27.6,74.5,-0.5394397518396055
2026-03-29 08:19:17,500.0,600.0,0.951,0.558,0.372,25.9,72.5,-0.539433203201374
2026-03-14 17:03:04,406.0,453.0,0.547,0.422,0.338,25.0,50.0,-0.5394165876590591
2026-03-16 18:30:50,500.0,600.0,0.808,0.63,0.342,27.4,68.3,-0.5394143719430958
2026-03-13 09:42:58,500.0,600.0,0.878,0.538,0.322,27.1,74.4,-0.5394061083933348
2026-03-13 10:49:58,500.0,600.0,0.629,0.465,0.302,27.6,75.6,-0.5393587200961116
2026-03-29 11:37:21,172.0,600.0,0.753,0.517,0.392,26.9,76.0,-0.539355956526044
2026-03-22 09:35:28,171.0,189.0,0.81,0.504,0.287,25.0,50.0,-0.5393317022249358
2026-03-22 04:04:17,187.0,600.0,0.525,0.45,0.349,23.7,73.6,-0.5393151838544102
2026-03-27 12:14:13,219.0,444.0,0.789,0.488,0.369,27.1,81.7,-0.5392949299666847
2026-03-23 19:13:01,500.0,600.0,0.508,0.434,0.348,23.4,76.1,-0.5392860902994486
2026-03-31 11:39:24,265.0,395.0,1.104,0.535,0.367,27.6,75.0,-0.5392844042976693
2026-03-11 02:51:06,66.0,82.0,0.366,0.372,0.295,21.6,74.7,-0.539267699819001
2026-03-16 05:14:18,451.0,500.0,0.528,0.383,0.31,23.5,74.3,-0.5392661825589848
2026-03-16 12:48:04,438.0,492.0,0.984,0.561,0.343,28.4,73.6,-0.5392441257459208
2026-03-11 03:05:43,68.0,100.0,0.367,0.372,0.296,21.7,74.3,-0.5392379733977997
2026-03-28 07:21:08,62.0,158.0,0.516,0.404,0.378,24.3,74.6,-0.5392353521776961
2026-03-13 10:50:28,500.0,600.0,0.694,0.554,0.313,27.6,75.6,-0.539199871795445
2026-03-11 01:46:38,88.0,101.0,0.347,0.37,0.296,21.5,73.4,-0.5391803451969315
2026-03-29 09:56:30,500.0,600.0,0.814,0.589,0.38,26.1,75.6,-0.539130287553522
2026-03-24 14:00:03,172.0,223.0,0.928,0.483,0.35,25.0,50.0,-0.5391214134765876
2026-03-19 16:07:23,500.0,600.0,0.467,0.411,0.419,26.5,69.6,-0.5390842207024094
2026-03-20 17:05:38,146.0,161.0,0.455,0.438,0.315,25.0,50.0,-0.5390579850137629
2026-03-11 02:16:20,67.0,75.0,0.365,0.369,0.296,21.5,74.3,-0.539047476715897
2026-03-17 04:30:17,386.0,433.0,0.467,0.385,0.305,22.5,75.9,-0.5390310472082671
2026-04-01 19:47:19,388.0,420.0,0.558,0.557,0.399,23.6,71.7,-0.538970880671927
2026-03-10 01:45:02,345.0,440.0,0.833,0.484,0.286,25.0,77.4,-0.5389708576351548
2026-03-10 01:44:32,330.0,391.0,0.837,0.547,0.284,24.9,77.2,-0.5389448516041769
2026-03-09 11:40:40,383.0,600.0,0.67,0.421,0.284,26.5,73.6,-0.5389182351154985
2026-03-11 03:06:13,70.0,108.0,0.363,0.367,0.297,21.8,74.1,-0.5389102548158438
2026-03-27 12:12:43,222.0,451.0,0.792,0.488,0.372,27.1,81.6,-0.5389076320885064
2026-03-09 12:03:23,500.0,600.0,0.469,0.401,0.247,26.5,72.6,-0.5389029622469726
2026-03-13 09:39:26,500.0,600.0,0.932,0.55,0.313,27.0,73.9,-0.5388901523200444
2026-03-11 02:20:22,64.0,76.0,0.366,0.37,0.294,21.6,74.5,-0.5388521953813263
2026-03-15 17:02:59,469.0,520.0,0.465,0.441,0.334,27.6,64.2,-0.5388433734115228
2026-03-16 12:52:06,438.0,488.0,0.89,0.558,0.344,28.4,73.7,-0.5388395230379812
2026-03-26 11:40:24,362.0,600.0,0.579,0.461,0.305,27.5,70.5,-0.5388380142926079
2026-03-29 09:38:18,500.0,600.0,0.832,0.55,0.378,25.9,75.8,-0.5388365038965391
2026-03-16 05:04:45,469.0,519.0,0.477,0.459,0.335,23.4,73.9,-0.5388333930620013
2026-03-29 08:44:54,500.0,600.0,0.9,0.559,0.376,25.8,74.7,-0.5388314284552793
2026-03-14 12:42:03,462.0,524.0,0.788,0.492,0.332,28.2,72.2,-0.5388218143043884
2026-03-18 05:16:56,432.0,480.0,0.484,0.404,0.347,24.6,70.8,-0.5387658496097902
2026-03-27 16:23:30,471.0,526.0,0.619,0.463,0.371,26.0,73.6,-0.5387545840937835
2026-04-02 18:13:05,500.0,589.0,0.577,0.421,0.371,24.5,69.4,-0.5387334098825525
2026-03-09 03:43:06,236.0,254.0,0.344,0.366,0.245,21.8,74.8,-0.5387218428020841
2026-03-16 04:58:13,491.0,544.0,0.471,0.422,0.339,23.6,73.2,-0.5387107865467434
2026-03-11 03:57:45,114.0,151.0,0.384,0.376,0.296,21.2,77.5,-0.5387069143839555
2026-03-11 04:31:59,112.0,180.0,0.384,0.372,0.297,22.3,79.9,-0.538706886293823
2026-03-20 04:13:04,462.0,527.0,0.504,0.44,0.313,24.9,70.4,-0.5386905092097705
2026-03-16 18:06:07,500.0,600.0,0.824,0.538,0.294,27.6,68.8,-0.538684863467247
2026-03-17 04:02:29,392.0,435.0,0.448,0.417,0.309,21.9,69.4,-0.5386618205543446
2026-03-09 04:36:12,223.0,248.0,0.378,0.343,0.261,22.0,78.2,-0.5386553770007744
2026-03-09 03:47:37,240.0,260.0,0.363,0.326,0.272,21.7,75.9,-0.538642756060859
2026-03-14 12:22:58,500.0,600.0,0.864,0.507,0.327,28.1,74.0,-0.5385694910415918
2026-03-13 10:00:32,500.0,600.0,0.847,0.513,0.312,27.3,76.6,-0.5385643279303682
2026-03-20 05:00:03,500.0,600.0,0.498,0.393,0.334,24.8,72.6,-0.5385600957823761
2026-03-14 12:44:03,468.0,521.0,0.936,0.527,0.326,28.4,72.5,-0.5385429142879176
2026-03-28 20:28:21,205.0,226.0,0.76,0.542,0.376,25.0,50.0,-0.5385374535086631
2026-03-11 02:16:51,69.0,90.0,0.367,0.363,0.298,21.5,74.4,-0.5385372133440426
2026-03-17 04:06:30,396.0,438.0,0.438,0.422,0.356,21.8,70.5,-0.5385303783150652
2026-03-09 18:31:30,347.0,388.0,0.571,0.43,0.227,26.2,72.4,-0.5385123080641865
2026-03-11 02:40:32,75.0,114.0,0.371,0.375,0.296,21.6,74.9,-0.5385098050312548
2026-03-13 10:04:03,500.0,600.0,0.869,0.496,0.313,27.0,77.1,-0.538493585981817
2026-04-01 06:36:06,452.0,499.0,0.571,0.524,0.387,25.3,71.5,-0.538488903294224
2026-03-15 14:59:52,500.0,573.0,0.489,0.488,0.336,28.0,65.1,-0.5384790163175949
2026-03-18 14:53:19,500.0,600.0,0.494,0.446,0.324,28.3,57.4,-0.5384582025683023
2026-03-11 02:53:08,71.0,100.0,0.365,0.372,0.296,21.6,74.8,-0.5384445818209646
2026-03-27 10:10:01,463.0,574.0,0.641,0.425,0.365,26.2,74.7,-0.538421000753335
2026-03-19 22:28:55,172.0,186.0,0.607,0.453,0.352,25.0,50.0,-0.5384087512483197
2026-03-11 02:05:16,84.0,119.0,0.369,0.368,0.294,21.4,73.9,-0.5383895860494535
2026-03-22 05:25:54,381.0,420.0,0.573,0.471,0.354,24.1,76.0,-0.5383755578116951
2026-03-27 12:11:13,231.0,471.0,0.798,0.488,0.367,27.1,81.7,-0.538360238074358
2026-03-27 08:38:46,425.0,483.0,0.575,0.463,0.366,25.2,83.7,-0.5383547998989656
2026-03-29 02:08:14,123.0,130.0,0.784,0.52,0.326,25.0,50.0,-0.5383462716531212
2026-03-18 16:06:17,500.0,579.0,0.497,0.45,0.335,27.0,61.6,-0.5383441152377025
2026-03-11 03:22:59,85.0,137.0,0.369,0.372,0.296,21.7,74.7,-0.538316968915988
2026-03-29 08:33:51,500.0,600.0,0.895,0.566,0.381,25.7,74.8,-0.5383035828481267
2026-03-14 14:29:39,412.0,600.0,0.529,0.357,0.324,27.6,64.0,-0.5382441919604521
2026-03-12 18:10:29,500.0,600.0,0.773,0.504,0.258,26.5,73.4,-0.5382297829035656
2026-03-16 04:57:43,473.0,524.0,0.478,0.379,0.332,23.6,73.2,-0.5382203473064548
2026-03-27 08:23:03,354.0,435.0,0.563,0.4,0.365,24.6,94.5,-0.5382000883777849
2026-03-29 08:20:17,500.0,600.0,0.897,0.556,0.388,26.0,72.5,-0.5381999184047319
2026-03-27 08:39:46,418.0,469.0,0.532,0.453,0.348,25.3,83.9,-0.5381952560231239
2026-03-11 02:09:18,85.0,119.0,0.367,0.366,0.296,21.4,74.1,-0.5381873085925616
2026-04-04 05:15:02,377.0,412.0,0.541,0.425,0.355,24.3,73.0,-0.5381807775745876
2026-03-13 10:28:19,500.0,600.0,0.852,0.446,0.312,27.2,78.6,-0.5381708331295261
2026-03-13 09:45:59,500.0,600.0,0.882,0.517,0.315,27.2,74.4,-0.5381664363344427
2026-04-02 18:43:22,500.0,600.0,0.863,0.566,0.396,26.1,70.6,-0.5381643625857866
2026-04-04 15:38:16,500.0,600.0,0.552,0.473,0.316,28.0,57.8,-0.5381563480218466
2026-03-17 21:55:44,253.0,278.0,0.503,0.443,0.349,25.0,50.0,-0.5381559934670438
2026-03-27 12:19:46,205.0,434.0,0.801,0.491,0.374,27.2,81.6,-0.5381153727878423
2026-03-13 10:33:51,500.0,600.0,0.858,0.449,0.313,27.1,78.7,-0.5380586407718935
2026-03-13 17:32:46,500.0,563.0,0.763,0.481,0.308,27.0,72.5,-0.538050784206673
2026-03-11 16:53:44,500.0,600.0,0.439,0.403,0.267,25.6,70.5,-0.5380321419018015
2026-03-16 16:55:50,476.0,528.0,0.694,0.471,0.282,28.3,64.6,-0.538024442667551
2026-04-04 13:31:22,343.0,459.0,0.874,0.567,0.409,29.5,66.7,-0.5379803702112801
2026-03-11 02:48:35,68.0,98.0,0.371,0.367,0.297,21.6,74.7,-0.5379784085567878
2026-03-25 01:10:19,94.0,100.0,0.795,0.525,0.351,25.0,50.0,-0.5379770998106674
2026-03-11 04:09:20,100.0,140.0,0.38,0.372,0.296,21.4,78.3,-0.5379714443725764
2026-03-16 04:50:31,500.0,557.0,0.447,0.412,0.347,23.8,72.4,-0.5379699511205746
2026-04-02 04:14:31,408.0,451.0,0.529,0.474,0.387,23.7,73.3,-0.5379690870334753
2026-03-15 15:19:25,479.0,535.0,0.579,0.45,0.259,27.9,67.9,-0.5379666135947175
2026-04-04 13:09:38,249.0,266.0,1.193,0.63,0.405,29.4,68.5,-0.5379497921306944
2026-03-22 15:18:28,413.0,503.0,0.993,0.546,0.361,27.5,74.0,-0.5379378766284469
2026-03-11 02:03:15,80.0,115.0,0.375,0.369,0.294,21.4,73.8,-0.5379330004402797
2026-03-29 08:43:23,500.0,600.0,0.897,0.583,0.342,25.7,74.9,-0.537917690938862
2026-03-11 02:52:08,74.0,109.0,0.372,0.371,0.296,21.6,74.8,-0.5379171996035212
2026-03-25 17:42:09,410.0,456.0,0.544,0.451,0.351,25.0,50.0,-0.5379157778677749
2026-03-18 15:27:35,406.0,448.0,0.425,0.448,0.343,27.6,58.6,-0.537904597361742
2026-03-29 10:52:56,500.0,600.0,0.696,0.518,0.362,26.4,76.4,-0.5378804590610072
2026-03-29 08:56:58,500.0,600.0,0.761,0.525,0.407,25.9,74.3,-0.5378775559028773
2026-03-13 10:41:23,500.0,600.0,0.821,0.446,0.283,27.4,77.5,-0.5378738451339842
2026-03-29 11:59:59,500.0,600.0,0.685,0.526,0.382,27.0,76.2,-0.5378695681800086
2026-03-10 01:36:00,302.0,387.0,0.761,0.526,0.235,25.0,77.2,-0.5378624782315887
2026-03-11 02:42:32,72.0,98.0,0.359,0.371,0.298,21.6,74.9,-0.5378581129331239
2026-03-29 08:42:52,500.0,600.0,0.89,0.567,0.375,25.7,75.0,-0.5378481323669118
2026-03-14 18:54:08,371.0,408.0,0.612,0.459,0.298,25.0,50.0,-0.5378371247614794
2026-03-11 04:03:47,103.0,139.0,0.391,0.372,0.295,21.3,77.8,-0.5378196430717596
2026-03-13 10:11:08,500.0,600.0,0.875,0.446,0.313,27.0,78.0,-0.5378193652030074
2026-03-13 09:46:29,500.0,600.0,0.899,0.513,0.311,27.2,74.4,-0.5378032831545161
2026-03-09 11:57:18,457.0,553.0,0.449,0.408,0.276,26.5,72.6,-0.5377967536245726
2026-04-03 15:37:54,383.0,600.0,0.686,0.479,0.398,28.0,66.8,-0.5377967140814847
2026-03-13 09:42:28,500.0,600.0,0.919,0.54,0.323,27.1,74.2,-0.5377733550355003
2026-03-11 03:45:09,236.0,324.0,0.375,0.369,0.295,21.8,75.0,-0.5377476765301318
